UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
101277,2,12.0401,A,.,A,.,R,1500,1,R,12,R,47,R,900,R,28,R,7300,R,9150,R,9150,R,10050,R,900,R,1400,R,1400,R,1819,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5464,R,10434,R,10434,R,10646,R,3725,R,7132,R,7132,R,7273,R,2256,R,5053,R,5053,R,4383,12.0413,R,1600,R,712,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
102711,15,51.3902,A,.,A,.,R,230,1,R,2,R,8,R,900,R,26,R,1320,R,1320,R,1320,R,1320,R,520,R,520,R,501,R,501,A,.,A,.,A,.,R,2520,A,.,A,.,A,.,R,200,R,3520,R,3520,R,3520,R,3520,R,400,R,400,R,400,R,400,R,400,R,400,R,400,R,400,47.0105,R,3025,R,2233,R,1414,1,R,10,52.0401,R,3025,R,1541,R,1246,1,R,9,48.0508,R,3025,R,4167,R,1120,1,R,9,12.0504,R,3025,R,3647,R,1479,1,R,10,47.0201,R,2475,R,1120,R,609,1,R,5
103501,7,51.0801,A,.,A,.,R,46,2,R,10,R,39,R,30,R,30,R,12975,R,13493,R,13693,R,14290,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12948,R,12704,R,13543,R,13699,R,4134,R,3383,R,3510,R,3998,R,4134,R,3383,R,3510,R,3998,52.0299,R,24345,R,0,R,66,2,R,15,51.0713,R,10921,R,0,R,34,2,R,10,51.3501,R,14140,R,0,R,48,2,R,8,52.0201,R,24345,R,0,R,66,2,R,15,51.1009,R,9590,R,0,R,27,2,R,7
103732,2,12.0401,A,.,A,.,R,1600,1,R,12,R,46,R,900,R,26,R,16000,R,16000,R,16000,R,16750,R,1500,R,1550,R,1550,R,2100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7820,R,7786,R,7889,R,8936,R,8809,R,8786,R,8545,R,7314,R,8809,R,8786,R,8545,R,7314,12.0413,R,5200,R,300,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
103741,2,12.0401,A,.,A,.,R,1600,1,R,12,R,46,R,900,R,26,R,16000,R,16000,R,16000,R,16750,R,1500,R,1550,R,1550,R,2100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7820,R,7786,R,7889,R,8936,R,8809,R,8786,R,8545,R,7314,R,8809,R,8786,R,8545,R,7314,12.0413,R,5200,R,300,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
103811,4,49.0205,A,.,A,.,R,24,2,R,6,R,24,R,36,R,30,R,8420,R,8720,R,9150,R,9150,R,320,R,320,R,320,R,320,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10020,R,10446,R,6816,R,7434,R,5016,R,4218,R,3246,R,5220,R,5016,R,4218,R,3246,R,5220,49.0205,R,7410,R,320,R,400,1,R,2,49.0205,R,6950,R,320,R,360,1,R,4,49.0205,R,3900,R,320,R,160,1,R,1,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
103893,5,51.0801,A,.,A,.,R,29,2,R,9,R,36,R,24,R,36,R,14200,R,14212,R,14287,R,14283,R,492,R,859,R,859,R,679,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10863,R,10629,R,10413,R,11493,R,4059,R,4032,R,3852,R,4149,R,4185,R,4149,R,3951,R,4266,51.0601,R,14283,R,611,R,29,2,R,9,51.0808,R,14283,R,580,R,29,2,R,9,51.0805,R,14112,R,702,R,29,2,R,9,51.0705,R,10690,R,3289,R,60,2,R,10,-2,A,.,A,.,A,.,-2,A,.
103909,9,51.0801,A,.,A,.,R,29,2,R,9,R,36,R,24,R,36,R,13700,R,14212,R,14287,R,14283,R,752,R,859,R,859,R,679,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9990,R,10629,R,10413,R,11493,R,3735,R,4032,R,3852,R,4149,R,3852,R,4149,R,3951,R,4266,51.0601,R,14283,R,611,R,29,2,R,9,51.0714,R,13827,R,1130,R,29,2,R,9,51.0602,R,54125,R,6291,R,83,2,R,20,51.0805,R,14112,R,702,R,29,2,R,9,51.0808,R,14283,R,580,R,29,2,R,9
103927,7,51.0801,A,.,A,.,R,29,2,R,9,R,36,R,24,R,36,R,14200,R,14212,R,14287,R,14283,R,492,R,859,R,859,R,679,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10863,R,10629,R,10413,R,11493,R,4059,R,4032,R,3852,R,4149,R,4185,R,4149,R,3951,R,4266,51.0806,R,14112,R,674,R,29,2,R,9,51.0601,R,14283,R,611,R,29,2,R,9,51.0805,R,14112,R,702,R,29,2,R,9,51.0808,R,14283,R,580,R,29,2,R,9,51.0714,R,13827,R,1130,R,29,2,R,9
103954,3,12.0401,A,.,A,.,R,1600,1,R,13,R,52,R,900,R,30,R,14600,R,14600,R,14060,R,14500,R,1000,R,1000,R,1000,R,1100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14222,R,14807,R,15444,R,13715,R,7644,R,7969,R,8307,R,11219,R,9958,R,10374,R,10816,R,7956,12.041,R,3950,R,1050,R,600,1,R,5,12.0413,R,4450,R,200,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
103963,4,48.0508,A,.,A,.,R,960,1,R,10,R,40,R,900,R,36,R,19220,R,19220,R,19220,R,19220,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8820,R,9060,R,9060,R,9420,R,9650,R,9910,R,10110,R,10310,R,9650,R,9910,R,10110,R,10310,47.0604,R,24000,A,.,R,1000,1,R,13,47.0605,R,24000,A,.,R,1000,1,R,13,47.0201,R,19220,A,.,R,800,1,R,10,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104090,20,51.3801,A,.,A,.,R,122,2,R,30,R,120,R,24,R,30,R,79900,R,79900,R,85000,R,85000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,36000,R,36000,R,36000,R,36000,R,31080,R,31080,R,31080,R,31080,R,28800,R,28800,R,28800,R,28800,51.0713,R,15225,A,.,R,28,2,R,10,51.0801,R,15225,A,.,R,28,2,R,10,51.0701,R,30000,A,.,R,60,2,R,14,51.3801,R,46150,A,.,R,121,2,R,14,43.0107,R,30000,A,.,R,60,2,R,14
104391,4,12.0401,A,.,A,.,R,1600,1,R,12,R,48,R,900,R,30,R,10000,R,11100,R,11100,R,11100,R,1900,R,2900,R,2900,R,2900,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6660,R,8928,R,8928,R,8928,R,3924,R,5268,R,5268,R,5268,R,2508,R,3372,R,3372,R,3372,51.3501,R,8400,R,1600,R,700,1,R,6,13.1319,R,5000,R,700,R,650,1,R,6,12.041,R,5000,R,700,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104434,1,12.0401,A,.,A,.,R,1600,1,R,12,R,46,R,900,R,26,R,16000,R,16000,R,16000,R,16750,R,1500,R,1550,R,1550,R,2100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7820,R,7786,R,7889,R,8936,R,8809,R,8786,R,8545,R,7314,R,8809,R,8786,R,8545,R,7314,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104443,2,12.0401,A,.,A,.,R,1600,1,R,12,R,46,R,900,R,26,R,16000,R,16000,R,16672,R,17422,R,1500,R,1550,R,1550,R,2100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7165,R,7084,R,7165,R,8131,R,8085,R,7981,R,7763,R,6647,R,8085,R,7981,R,7763,R,6647,12.0413,R,5200,R,300,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104504,2,51.3501,A,.,A,.,R,750,1,R,8,R,32,R,900,R,30,R,11150,R,11175,R,11194,R,11194,R,1395,R,1405,R,1327,R,1327,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6368,R,6400,R,6600,R,6800,R,4200,R,3520,R,3600,R,3800,R,4200,R,2800,R,3000,R,3200,51.3501,R,14456,R,1419,R,1000,1,R,10,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104568,4,12.0401,A,.,A,.,R,1600,1,R,14,R,55,R,900,R,26,R,15250,R,16000,R,16000,R,16000,R,1466,R,1540,R,1540,R,1540,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11275,R,11275,R,13613,R,13613,R,3025,R,3025,R,5101,R,5101,R,3025,R,3025,R,5101,R,5101,12.0409,R,8400,R,1255,R,600,1,R,7,12.0413,R,3900,R,810,R,650,1,R,6,12.041,R,5900,R,995,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
104911,4,12.0401,A,.,A,.,R,1600,1,R,12,R,48,R,900,R,26,R,17995,R,15495,R,15495,R,15495,A,.,R,2500,R,2500,R,2500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11496,R,13404,R,13872,R,14148,R,6900,R,7008,R,7260,R,7404,R,3600,R,4584,R,4752,R,4848,12.0409,R,1020,R,1200,R,600,1,R,5,12.0413,R,4025,R,0,R,650,1,R,6,12.041,R,10220,R,1200,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
105215,9,47.0611,A,.,A,.,R,73,2,R,17,R,66,R,30,R,30,R,27950,R,27950,R,28900,R,29500,R,215,R,215,R,215,R,215,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15362,R,14273,R,11352,R,11237,R,17325,R,12672,R,10065,R,9966,R,11600,R,8217,R,6221,R,6155,47.0611,R,26850,R,215,R,69,2,R,15,47.0611,R,21500,R,215,R,55,2,R,12,47.0611,R,32100,R,215,R,83,2,R,17,47.0611,R,37500,R,215,R,94,2,R,20,47.0611,R,34800,R,215,R,87,2,R,19
105482,1,51.3501,A,.,A,.,R,720,1,R,8,R,32,R,900,R,30,R,11150,R,11175,R,11194,R,11194,R,1395,R,1405,R,1328,R,1328,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5304,R,5360,R,6400,R,6600,R,1672,R,2000,R,2120,R,2200,R,1672,R,1920,R,2040,R,2080,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
105534,17,51.0801,A,.,A,.,R,800,1,R,9,R,36,R,900,R,36,R,10550,R,11070,R,11397,R,11734,R,590,R,559,R,562,R,666,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8460,R,8460,R,10485,R,10485,R,2925,R,2925,R,4869,R,4869,R,2196,R,2196,R,2853,R,2853,51.0908,R,16320,R,1976,R,735,1,R,12,51.0601,R,11957,R,704,R,720,1,R,8,51.0911,R,16650,R,1668,R,750,1,R,12,51.0701,R,18630,R,1815,R,840,1,R,12,51.0808,R,11734,R,720,R,720,1,R,8
105543,12,51.0801,A,.,A,.,R,800,1,R,9,R,36,R,900,R,36,R,10550,R,11070,R,11397,R,11734,R,590,R,559,R,562,R,666,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9756,R,9756,R,9297,R,9297,R,2754,R,2754,R,3726,R,3726,R,2034,R,2034,R,1629,R,1629,51.0601,R,11957,R,704,R,720,1,R,8,51.3801,R,45306,R,2884,R,1792,1,R,23,51.0911,R,32466,R,2215,R,2872,1,R,24,51.0908,R,33790,R,1909,R,2016,1,R,24,51.0806,R,28685,R,2127,R,1586,1,R,19
105659,4,15.0403,A,.,A,.,R,36,2,R,10,R,38,R,24,R,30,R,17625,R,18150,R,18150,R,18650,R,1500,R,1535,R,1880,R,1675,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9662,R,9662,R,10080,R,8854,R,5330,R,5330,R,5558,R,7258,R,3506,R,3506,R,3648,R,5130,15.0503,R,27935,R,2945,R,63,2,R,15,15.0501,R,12705,R,1340,R,24,2,R,6,46.0302,R,6625,R,1045,R,12,2,R,3,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
105677,1,47.0404,A,.,A,.,R,880,1,R,5,R,20,R,900,R,26,R,9950,R,10450,R,10450,R,10450,R,2209,R,2275,R,2275,R,2343,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5110,R,5260,R,5420,R,6980,R,2285,R,2355,R,2425,R,2500,R,4240,R,2355,R,2425,R,2500,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
105701,3,12.0401,A,.,A,.,R,1600,1,R,13,R,52,R,900,R,40,R,9450,R,9450,R,9450,R,9450,R,1000,R,1000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5408,R,5408,R,5408,R,5408,R,975,R,975,R,975,R,975,R,975,R,975,R,975,R,975,12.041,R,4300,R,104,R,600,1,R,6,12.0413,R,4550,R,104,R,650,1,R,8,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
105987,9,46.0302,A,.,A,.,R,37,2,R,9,R,36,R,36,R,36,R,13320,R,13320,R,14682,R,14682,R,1775,R,1775,R,453,R,453,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5616,R,5616,R,5616,R,7632,R,4455,R,4455,R,4455,R,4968,R,4455,R,4455,R,4455,R,5688,51.3902,R,15002,R,133,R,31,2,R,9,51.0805,R,14879,R,256,R,32,2,R,9,51.071,R,14787,R,348,R,33,2,R,9,51.0707,R,14589,R,546,R,34,2,R,9,52.0401,R,14590,R,545,R,29,2,R,9
106041,21,47.0604,A,.,A,.,R,90,2,R,19,R,75,R,30,R,30,R,39525,R,39525,R,40900,R,41900,R,215,R,215,R,215,R,215,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17456,R,16219,R,12900,R,12769,R,19688,R,14400,R,11438,R,11325,R,13181,R,9338,R,7069,R,6994,47.0604,R,50350,R,215,R,110,2,R,22,47.0604,R,32550,R,215,R,61,2,R,12,47.0604,R,40950,R,215,R,81,2,R,16,47.0605,R,29800,R,215,R,54,2,R,11,47.0604,R,39300,R,215,R,77,2,R,15
106111,2,12.0401,A,.,A,.,R,1600,1,R,12,R,46,R,900,R,26,R,16000,R,16000,R,16000,R,16750,R,1500,R,1550,R,1550,R,2100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7820,R,7786,R,7889,R,8936,R,8809,R,8786,R,8545,R,7314,R,8809,R,8786,R,8545,R,7314,12.0413,R,5200,R,300,R,650,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106281,4,12.0401,A,.,A,.,R,1500,1,R,13,R,52,R,900,R,30,R,10350,R,10350,R,11800,R,12400,R,1000,R,1000,R,1200,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4004,R,4550,R,4004,R,4550,R,3250,R,3250,R,3250,R,3250,R,650,R,650,R,650,R,650,12.0402,R,12400,R,1500,R,1500,1,R,12,12.041,R,6800,R,800,R,600,1,R,6,12.0413,R,7650,R,700,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106315,4,12.0401,A,.,A,.,R,1500,1,R,10,R,40,R,900,R,30,R,9720,R,14250,R,14250,R,14250,R,750,R,750,R,750,R,750,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7570,R,7570,R,7570,R,7570,R,2000,R,2000,R,2000,R,2000,R,2000,R,2000,R,2000,R,2000,12.0413,R,4385,R,350,R,600,1,R,5,12.041,R,4385,R,450,R,600,1,R,5,12.0409,R,4385,R,450,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106324,4,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,10195,R,10195,R,10195,R,10195,R,900,R,900,R,900,R,900,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4525,R,7775,R,7775,R,7775,R,2250,R,3863,R,3863,R,3863,R,2250,R,3863,R,3863,R,3863,12.041,R,4475,R,595,R,600,1,R,6,12.0409,R,7150,R,950,R,600,1,R,6,12.0413,R,4475,R,250,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106351,2,12.0402,A,.,A,.,R,1500,1,R,10,R,40,R,900,R,30,R,13750,R,14450,R,14270,R,16750,R,720,R,784,R,976,R,1496,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9560,R,9560,R,9560,R,10550,R,5400,R,5400,R,5400,R,6400,R,4740,R,4740,R,4740,R,5500,12.0413,R,6850,R,540,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106360,2,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,10000,R,11420,R,11420,R,11545,R,2250,R,2250,R,2250,R,2250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10000,R,10000,R,10000,R,10000,R,2500,R,3750,R,3750,R,3750,R,2500,R,2500,R,2500,R,2500,12.0413,R,3805,R,750,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106494,2,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,10000,R,11420,R,11420,R,11545,R,2250,R,2250,R,2250,R,2250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10000,R,10000,R,10000,R,10000,R,2500,R,3750,R,3750,R,3750,R,2500,R,2500,R,2500,R,2500,12.0413,R,3805,R,750,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106892,2,51.0801,A,.,A,.,R,23,2,R,10,R,40,R,24,R,30,R,9960,R,9960,R,9960,R,9960,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5090,R,5090,R,5090,R,5090,R,1100,R,1100,R,1100,R,1100,R,1100,R,1100,R,1100,R,1100,51.0601,R,8150,R,0,R,18,2,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
106908,2,12.0499,A,.,A,.,R,1500,1,R,11,R,43,R,900,R,26,R,15250,R,15250,R,15250,R,15500,R,2500,R,2500,R,2500,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11632,R,11632,R,11632,R,11632,R,6450,R,6450,R,6450,R,6450,R,4246,R,4246,R,4246,R,4246,12.0413,R,7600,R,500,R,1000,1,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107099,4,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,30,R,11800,R,11800,R,13100,R,13100,R,1005,R,295,R,295,R,495,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6960,R,7164,R,7320,R,9816,R,4548,R,4776,R,4800,R,4848,R,4548,R,4656,R,4680,R,4848,12.0409,R,5250,R,550,R,600,1,R,4,12.041,R,5250,R,550,R,600,1,R,4,12.0413,R,3600,R,160,R,600,1,R,4,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107123,1,51.3801,R,12350,R,1759,R,72,2,R,24,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107211,2,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,1100,R,48,R,11870,R,11870,R,13870,R,13870,R,1130,R,1130,R,1130,R,1110,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3600,R,3600,R,3600,R,3600,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000,12.0413,R,2000,R,300,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107220,4,12.0401,A,.,A,.,R,1500,1,R,15,R,58,R,900,R,35,R,12375,R,12570,R,12950,R,13695,R,1305,R,2430,R,2430,R,2430,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11600,R,11600,R,11600,R,9019,R,5800,R,6279,R,6279,R,6815,R,5800,R,6279,R,6279,R,6815,12.0409,R,6795,R,1005,R,600,1,R,5,12.041,R,6795,R,1005,R,600,1,R,5,12.0413,R,5700,R,300,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107293,4,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,14820,R,14820,R,15000,R,15000,R,2190,R,2190,R,2715,R,3079,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9600,R,9888,R,9888,R,10050,R,4738,R,4875,R,4875,R,4963,R,4913,R,5000,R,5000,R,4963,12.0409,R,9430,R,1999,R,600,1,R,5,12.0413,R,5100,R,327,R,600,1,R,5,12.041,R,6100,R,868,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107363,3,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,780,R,26,R,8545,R,10545,R,10545,R,10545,R,1350,R,1450,R,1450,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12613,R,12988,R,13213,R,13413,R,8200,R,8450,R,8600,R,8738,R,5713,R,5888,R,5988,R,6088,12.0413,R,3200,R,1700,R,600,1,R,6,12.041,R,3200,R,1700,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107442,2,12.0402,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,30,R,13350,R,13350,R,13350,R,13350,R,550,R,550,R,550,R,550,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12744,R,13272,R,13848,R,12660,R,6708,R,6996,R,7296,R,7584,R,4704,R,4908,R,5124,R,5328,12.0413,R,6350,R,150,R,600,1,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107655,2,12.0499,A,.,A,.,R,1500,1,R,13,R,52,R,900,R,26,R,13850,R,13850,R,13850,R,14350,R,1800,R,1800,R,1800,R,1800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3900,R,3900,R,3900,R,3900,R,1677,R,1677,R,1677,R,1677,R,559,R,559,R,650,R,650,12.0413,R,7500,R,350,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
107789,1,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,43,R,12000,R,12000,R,13500,R,13500,R,2850,R,2850,R,3050,R,3725,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12984,R,13524,R,14100,R,14100,R,6960,R,7500,R,7824,R,7824,R,4740,R,4944,R,5148,R,5148,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
