UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
151829,4,12.0401,A,.,A,.,R,1800,1,R,15,R,60,R,900,R,30,R,11130,R,11130,R,11130,R,11130,R,4820,R,4840,R,4840,R,4840,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18585,R,19350,R,20175,R,20175,R,11790,R,12285,R,12810,R,12810,R,9180,R,9570,R,9990,R,9990,12.0409,R,8450,R,1750,R,900,1,R,8,12.0413,R,3250,R,5000,R,1000,1,R,10,12.041,R,2650,R,1500,R,450,1,R,4,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
151874,4,12.0401,A,.,A,.,R,1500,1,R,13,R,52,R,900,R,30,R,11500,R,11500,R,11500,R,11500,R,60,R,60,R,60,R,60,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10400,R,10400,R,10400,R,10400,R,6500,R,5200,R,5200,R,6240,R,5200,R,3900,R,3900,R,4550,12.0402,R,11500,R,60,R,1500,1,R,13,12.041,R,3550,R,60,R,600,1,R,6,12.0413,R,4150,R,100,R,1000,1,R,9,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152044,4,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,26,R,8216,R,8216,R,8216,R,13700,R,700,R,800,R,800,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3648,R,3648,R,3648,R,3648,R,1824,R,1824,R,1824,R,1824,R,2880,R,2880,R,2880,R,2880,12.0402,R,14700,R,1000,R,1800,1,R,14,12.0413,R,1800,R,100,R,1000,1,R,12,12.041,R,2600,R,500,R,400,1,R,4,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152150,4,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,30,R,15100,R,15100,R,15100,R,15100,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8712,R,8712,R,8712,R,8712,R,600,R,600,R,600,R,600,R,2004,R,2004,R,2004,R,2004,12.0413,R,10090,R,400,R,1000,1,R,12,12.041,R,8570,R,1000,R,600,1,R,6,12.041,R,6095,R,500,R,450,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152275,5,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,10800,R,11300,R,11800,R,12300,R,1500,R,1500,R,1500,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10825,R,11150,R,11150,R,11375,R,8475,R,8725,R,8725,R,8900,R,6363,R,6550,R,6550,R,6675,12.0402,R,12300,R,1200,R,1500,1,R,12,12.041,R,4725,R,1200,R,600,1,R,6,12.0409,R,8550,R,1500,R,700,1,R,7,12.0413,R,6200,R,650,R,1000,1,R,8,-2,A,.,A,.,A,.,-2,A,.
152309,1,12.0401,A,.,A,.,R,1500,1,R,13,R,52,R,900,R,30,R,11700,R,11700,R,14850,R,14850,R,700,R,700,R,1500,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8294,R,8294,R,8294,R,9919,R,3419,R,3419,R,3419,R,5252,R,3419,R,3419,R,3419,R,3419,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152327,4,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,10485,R,10890,R,12375,R,12375,R,1599,R,1599,R,1599,R,1599,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14388,R,14988,R,15638,R,17263,R,2750,R,2875,R,3000,R,4075,R,1988,R,2075,R,2163,R,3575,12.0413,R,10360,R,200,R,1000,1,R,8,12.0409,R,8694,R,1509,R,900,1,R,8,12.041,R,4592,R,1507,R,600,1,R,5,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152415,4,51.0801,A,.,A,.,R,51,2,R,9,R,36,R,51,R,36,R,14472,R,15555,R,15555,R,15555,R,975,R,720,R,720,R,720,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5616,R,5544,R,5607,R,6354,R,6327,R,6255,R,6084,R,5202,R,4365,R,4365,R,4185,R,3744,51.0601,R,13940,R,980,R,45,2,R,9,51.0713,R,15015,R,1050,R,51,2,R,9,51.3501,R,14599,R,1677,R,77,2,R,12,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
152628,2,12.0401,A,.,A,.,R,1500,1,R,13,R,50,R,900,R,30,R,9985,R,10675,R,11020,R,11075,R,950,R,1000,R,1130,R,1130,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5000,R,8000,R,8000,R,8000,R,3125,R,3125,R,3125,R,3125,R,1000,R,1250,R,1250,R,1250,12.0413,R,6590,R,250,R,1000,1,R,12,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153074,5,12.0401,A,.,A,.,R,2100,1,R,16,R,62,R,1050,R,31,R,15440,R,16125,R,16780,R,17280,R,1410,R,1765,R,2165,R,2165,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12214,R,14927,R,12121,R,13454,R,4650,R,8029,R,6107,R,5580,R,4650,R,8029,R,6107,R,5580,12.0409,R,7835,R,1740,R,720,1,R,7,12.041,R,3770,R,580,R,360,1,R,4,12.0413,R,3920,R,430,R,1000,1,R,12,51.3501,R,7720,R,1430,R,720,1,R,7,-2,A,.,A,.,A,.,-2,A,.
153083,5,12.0401,A,.,A,.,R,2100,1,R,16,R,62,R,1050,R,31,R,15440,R,16125,R,16780,R,17280,R,1410,R,1765,R,2165,R,2165,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12214,R,14927,R,12121,R,13454,R,4650,R,8029,R,6107,R,5580,R,4650,R,8029,R,6107,R,5580,12.0409,R,7835,R,1740,R,720,1,R,7,12.041,R,3770,R,580,R,360,1,R,4,12.0413,R,3920,R,430,R,1000,1,R,12,51.3501,R,7720,R,1430,R,720,1,R,7,-2,A,.,A,.,A,.,-2,A,.
153092,3,12.0402,A,.,A,.,R,2160,1,R,14,R,56,R,900,R,26,R,15472,R,16552,R,16552,R,16552,R,1318,R,1318,R,1318,R,1400,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11172,R,11354,R,11536,R,11760,R,5418,R,5516,R,5600,R,5698,R,5418,R,5516,R,5600,R,5698,12.0402,R,17052,R,1400,R,2700,1,R,17,12.0402,R,8952,R,500,R,1080,1,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153171,3,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,910,R,26,R,16800,R,16800,R,16800,R,16800,R,1968,R,1968,R,1968,R,1968,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,11865,R,12060,R,12270,R,3450,R,6075,R,7215,R,6060,R,3450,R,3555,R,5955,R,6060,12.0413,R,2575,R,100,R,1000,1,R,6,12.041,R,2925,R,777,R,325,1,R,3,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153339,1,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,1050,R,30,R,12350,R,12350,R,12350,R,12950,R,1655,R,1655,R,1655,R,1855,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,11520,R,11520,R,12270,R,7635,R,7635,R,7635,R,6210,R,7635,R,7635,R,7635,R,6210,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153463,1,12.0401,A,.,A,.,R,2100,1,R,14,R,57,R,962,R,26,R,15800,R,15800,R,16590,R,16590,R,1050,R,1050,R,2000,R,2090,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10944,R,10944,R,11457,R,11457,R,5401,R,5401,R,5657,R,5657,R,5401,R,5401,R,5871,R,5657,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153588,3,12.0402,A,.,A,.,R,2160,1,R,14,R,56,R,900,R,26,R,16552,R,16552,R,19817,R,19767,R,1736,R,1737,R,1737,R,2125,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11172,R,11354,R,11536,R,11760,R,5418,R,5516,R,5600,R,5698,R,5418,R,5516,R,5600,R,5698,12.0402,R,20267,R,2125,R,2700,1,R,17,12.0402,R,10547,R,500,R,1080,1,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
153597,5,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,910,R,26,R,16800,R,16800,R,16800,R,16800,R,1968,R,1968,R,1968,R,1968,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,11865,R,12060,R,12270,R,3450,R,5850,R,7215,R,6060,R,3450,R,6075,R,5955,R,6060,12.0413,R,2575,R,100,R,1000,1,R,6,51.3501,R,8400,R,1600,R,650,1,R,6,12.0409,R,6000,R,1500,R,600,1,R,5,12.041,R,2925,R,777,R,325,1,R,3,-2,A,.,A,.,A,.,-2,A,.
153746,5,12.0401,A,.,A,.,R,2100,1,R,17,R,66,R,1050,R,30,R,17775,R,18660,R,18660,R,18660,R,3000,R,3000,R,3000,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,9900,R,9900,R,9900,R,9240,R,9240,R,9240,R,9240,R,7706,R,7706,R,7706,R,7706,12.0409,R,10740,R,1950,R,750,1,R,7,12.041,R,4750,R,550,R,350,1,R,4,12.0413,R,9170,R,400,R,1000,1,R,8,51.3501,R,10740,R,1500,R,900,1,R,8,-2,A,.,A,.,A,.,-2,A,.
153764,5,12.0401,A,.,A,.,R,2100,1,R,17,R,66,R,1050,R,30,R,17775,R,18660,R,18660,R,18660,R,3000,R,3000,R,3000,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,9900,R,11550,R,11550,R,9240,R,9240,R,9900,R,9900,R,7706,R,7706,R,8250,R,8250,12.0409,R,10740,R,1950,R,750,1,R,7,12.041,R,4750,R,550,R,350,1,R,4,12.0413,R,9170,R,400,R,1000,1,R,8,51.3501,R,10740,R,1500,R,900,1,R,8,-2,A,.,A,.,A,.,-2,A,.
153773,5,12.0401,A,.,A,.,R,2100,1,R,15,R,61,R,900,R,30,R,17650,R,17650,R,17650,R,17650,R,2600,R,2600,R,2600,R,2600,R,5612,R,5612,R,5612,R,8662,R,9699,R,9699,R,5124,R,5124,R,5612,R,5612,R,5612,R,5612,R,9699,R,9699,R,9699,R,9699,R,9699,R,9699,R,9699,R,9699,51.3501,R,12350,R,600,R,650,1,R,8,12.0409,R,9300,R,1130,R,600,1,R,6,12.041,R,3000,R,850,R,350,1,R,6,12.0413,R,5730,R,100,R,1000,1,R,7,-2,A,.,A,.,A,.,-2,A,.
153782,5,12.0401,A,.,A,.,R,2100,1,R,17,R,66,R,1050,R,30,R,17775,R,18660,R,18660,R,18660,R,3000,R,3000,R,3000,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,9900,R,11550,R,11550,R,9240,R,9240,R,9900,R,9900,R,7706,R,7706,R,8250,R,8250,12.0409,R,10740,R,1950,R,750,1,R,7,12.041,R,4750,R,550,R,350,1,R,4,12.0413,R,9170,R,400,R,1000,1,R,8,51.3501,R,10740,R,1500,R,900,1,R,8,-2,A,.,A,.,A,.,-2,A,.
154165,3,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,910,R,26,R,16800,R,16800,R,16800,R,16800,R,1968,R,1968,R,1968,R,1968,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,11865,R,12060,R,12270,R,3450,R,6075,R,7215,R,6060,R,3450,R,3555,R,5955,R,6060,12.0413,R,2575,R,100,R,1000,1,R,6,12.041,R,2925,R,777,R,325,1,R,3,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
154208,4,12.0401,A,.,A,.,R,2100,1,R,16,R,65,R,900,R,28,R,21197,R,22997,R,18943,R,19833,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12480,R,12854,R,13065,R,13065,R,10563,R,6338,R,6451,R,6451,R,10563,R,6338,R,6695,R,6695,12.0409,R,10347,R,0,R,600,1,R,6,12.041,R,4239,R,0,R,325,1,R,6,51.3501,R,10563,R,0,R,624,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
154332,5,12.0401,A,.,A,.,R,2100,1,R,17,R,66,R,1050,R,30,R,17775,R,18660,R,18660,R,18660,R,3000,R,3000,R,3000,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,9900,R,9900,R,9900,R,9240,R,9240,R,9240,R,9240,R,7706,R,7706,R,7706,R,7706,12.0409,R,10740,R,1950,R,750,1,R,7,12.041,R,4750,R,550,R,350,1,R,4,12.0413,R,9170,R,400,R,1000,1,R,8,51.3501,R,10740,R,1500,R,900,1,R,8,-2,A,.,A,.,A,.,-2,A,.
154341,5,12.0401,A,.,A,.,R,2100,1,R,17,R,66,R,1050,R,30,R,17775,R,18660,R,18660,R,18660,R,3000,R,3000,R,3000,R,3000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,9900,R,11550,R,11550,R,9240,R,9240,R,9900,R,9900,R,7706,R,7706,R,8250,R,8250,12.0409,R,10740,R,1950,R,750,1,R,7,12.041,R,4750,R,550,R,350,1,R,4,12.0413,R,9170,R,400,R,1000,1,R,8,51.3501,R,10740,R,1500,R,900,1,R,8,-2,A,.,A,.,A,.,-2,A,.
154448,5,12.0401,A,.,A,.,R,2100,1,R,16,R,62,R,1050,R,31,R,15440,R,16125,R,16780,R,17280,R,1410,R,1765,R,2165,R,2165,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12214,R,14927,R,12121,R,13454,R,4650,R,8029,R,6107,R,5580,R,4650,R,8029,R,6107,R,5580,12.0409,R,7835,R,1740,R,720,1,R,7,12.041,R,3770,R,580,R,360,1,R,4,12.0413,R,3920,R,430,R,1000,1,R,12,51.3501,R,7720,R,1430,R,720,1,R,7,-2,A,.,A,.,A,.,-2,A,.
154457,2,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,910,R,26,R,16800,R,16800,R,16800,R,16800,R,1968,R,1968,R,1968,R,1968,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,11865,R,12060,R,12270,R,3450,R,6075,R,7215,R,6060,R,3450,R,3555,R,5955,R,6060,12.041,R,2925,R,777,R,325,1,R,3,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
154466,1,12.0401,A,.,A,.,R,2100,1,R,15,R,60,R,910,R,26,R,16675,R,17500,R,18350,R,18350,R,1125,R,1200,R,1250,R,1250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11355,R,11520,R,11895,R,12060,R,5610,R,5685,R,5850,R,5955,R,5805,R,5685,R,5850,R,5955,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
154545,1,12.0402,A,.,A,.,R,2100,1,R,15,R,60,R,1050,R,30,R,13628,R,14228,R,14228,R,14228,R,2950,R,3284,R,3423,R,4173,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9750,R,9750,R,9750,R,9750,R,3660,R,3660,R,3660,R,3660,R,3660,R,3660,R,3660,R,3660,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
154970,1,12.0401,A,.,A,.,R,1500,1,R,10,R,40,R,900,R,26,R,13750,R,15865,R,15865,R,16615,A,.,R,1800,R,1800,R,2750,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9590,R,7910,R,8040,R,12670,R,1200,R,3900,R,3970,R,4560,R,2330,R,3900,R,3970,R,4700,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
155159,2,12.0401,A,.,A,.,R,1500,1,R,12,R,48,R,900,R,30,R,11000,R,12000,R,13000,R,13000,R,1800,R,1800,R,1800,R,1800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8844,R,9216,R,9648,R,9648,R,4368,R,4548,R,4764,R,4764,R,4368,R,4716,R,4764,R,4764,12.041,R,3495,R,900,R,350,1,R,3,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
155283,15,51.0801,A,.,A,.,R,26,2,R,8,R,30,R,24,R,30,R,14360,R,14660,R,14760,R,16005,R,1000,R,1090,R,1236,R,1034,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9053,R,9135,R,9390,R,9578,R,3383,R,3465,R,3473,R,3458,R,3488,R,3563,R,3563,R,3555,51.0601,R,15416,R,1251,R,26,2,R,8,51.3999,R,28010,R,2320,R,1611,1,R,13,51.071,R,14636,R,1592,R,768,1,R,8,51.3801,R,39838,R,4175,R,76,2,R,15,51.0908,R,34358,R,3527,R,76,2,R,18
155353,1,12.0402,A,.,A,.,R,1500,1,R,13,R,52,R,930,R,30,R,14495,R,14995,R,14995,R,15850,R,1500,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9984,R,9984,R,9984,R,10452,R,4927,R,4927,R,4927,R,5161,R,5109,R,5109,R,5109,R,5356,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
155441,2,12.0401,A,.,A,.,R,1500,1,R,10,R,41,R,962,R,26,R,10500,R,13100,R,13100,R,13100,R,1184,R,1184,R,1183,R,1183,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7872,R,7759,R,7872,R,8385,R,2563,R,2327,R,3885,R,4141,R,2563,R,2327,R,3885,R,4141,12.041,R,1750,R,1024,R,350,1,R,2,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
155618,17,47.0605,A,.,A,.,R,77,2,R,18,R,72,R,39,R,36,R,8931,R,10647,R,12423,R,16400,R,3187,R,3964,R,4454,R,4915,R,9360,R,9360,R,10134,R,10314,R,3744,R,3744,R,4032,R,4104,R,9360,R,9360,R,10134,R,10314,R,3744,R,3744,R,4032,R,4104,R,3744,R,3744,R,4032,R,4104,52.0401,R,16400,R,2915,R,70,2,R,18,47.0604,R,16400,R,5370,R,78,2,R,18,48.0508,R,8200,R,2250,R,47,2,R,9,15.0201,R,16400,R,1640,R,77,2,R,18,12.0401,R,8200,R,2025,R,51,2,R,9
155867,1,12.0401,A,.,A,.,R,1500,1,R,11,R,42,R,911,R,30,R,12000,R,13000,R,13000,R,13000,R,2700,R,2350,R,2350,R,2350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8064,R,8064,R,8064,R,8064,R,2415,R,2415,R,2415,R,2415,R,1565,R,1565,R,1565,R,1565,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156134,7,51.0801,A,.,A,.,R,60,2,R,15,R,60,R,36,R,36,R,16600,R,17600,R,18700,R,19700,R,2476,R,2468,R,2463,R,2855,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11550,R,11865,R,12060,R,12270,R,5685,R,5850,R,5955,R,6060,R,5685,R,5850,R,5955,R,6060,15.0501,R,20900,R,3124,R,60,2,R,15,11.0901,R,24800,R,6099,R,72,2,R,18,51.0713,R,19700,R,3947,R,60,2,R,15,51.0805,R,15200,R,2865,R,48,2,R,12,15.0303,R,24800,R,5145,R,72,2,R,18
156277,3,12.0401,A,.,A,.,R,1800,1,R,17,R,68,R,900,R,34,R,12250,R,12975,R,15100,R,15500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17153,R,17663,R,17969,R,18819,R,3638,R,4012,R,4080,R,4080,R,3893,R,4012,R,4080,R,4080,12.041,R,2700,R,0,R,600,1,R,6,12.0413,R,10500,R,0,R,1000,1,R,12,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156310,7,12.0401,A,.,A,.,R,1800,1,R,15,R,60,R,900,R,30,R,15100,R,15100,R,15100,R,15100,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9330,R,9330,R,9330,R,9330,R,1500,R,1500,R,1500,R,1500,R,2145,R,2145,R,2145,R,2145,12.0499,R,15100,R,1200,R,1500,1,R,12,12.0413,R,10090,R,400,R,1000,1,R,12,12.0409,R,12358,R,1700,R,1000,1,R,12,12.0409,R,9358,R,1900,R,700,1,R,7,12.041,R,8570,R,1000,R,600,1,R,6
156426,2,12.0401,A,.,A,.,R,1800,1,R,13,R,52,R,900,R,26,R,15185,R,15200,R,15650,R,15650,R,2350,R,2450,R,2750,R,3300,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9295,R,10400,R,10712,R,11037,R,2730,R,2795,R,2873,R,2964,R,3705,R,3705,R,3809,R,3900,12.0413,R,3500,R,1254,R,1000,1,R,7,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156444,1,12.0401,A,.,A,.,R,1800,1,R,24,R,96,R,750,R,52,R,9100,R,9100,R,9100,R,10500,R,800,R,800,R,800,R,800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7200,R,7200,R,7200,R,7200,R,4800,R,4800,R,4800,R,4800,R,2400,R,2400,R,2400,R,2400,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156471,3,51.3801,A,.,A,.,R,80,2,R,18,R,72,R,36,R,36,R,22100,R,23300,R,24500,R,26900,R,2425,R,2650,R,2875,R,2250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18306,R,18306,R,18486,R,22536,R,10548,R,10638,R,10638,R,9180,R,7092,R,7146,R,7146,R,9180,51.3801,R,36280,R,3000,R,108,2,R,24,51.3901,R,21268,R,0,R,1440,1,R,12,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156754,4,12.0401,A,.,A,.,R,1800,1,R,15,R,60,R,900,R,30,R,15100,R,15100,R,15100,R,15100,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9330,R,9330,R,9330,R,9330,R,750,R,750,R,750,R,750,R,2145,R,2145,R,2145,R,2145,12.0413,R,10090,R,400,R,1000,1,R,12,12.0409,R,12358,R,1700,R,1000,1,R,12,12.041,R,8570,R,1000,R,600,1,R,6,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
156842,2,12.0401,A,.,A,.,R,1800,1,R,14,R,57,R,900,R,26,R,15300,R,15900,R,15900,R,15900,R,2500,R,2500,R,3500,R,3500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14492,R,14492,R,14492,R,15034,R,7994,R,7994,R,7994,R,7652,R,5258,R,5258,R,5258,R,4646,12.0413,R,2100,R,1000,R,1000,1,R,8,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.,-2,A,.,A,.,A,.,-2,A,.
